Temps (s);Floor 1;Floor 2;Floor 3;Floor 4;Floor 5;Floor 6;Floor 7;Floor 8;Floor 9;Floor 10;Floor 11;Floor 12
115.35;0.0000001757952;0.0000001757952;0.00002;0.00003;0.00004;0.00006;0.00007;0.00008;0.00009;0.00009;0.00007;0.00006
115.355;0.00000409077;0.00000409077;0.00002;0.00003;0.00004;0.00006;0.00007;0.00008;0.00009;0.00009;0.00007;0.00006
115.36;0.000002577087;0.000002577087;0.00002;0.00003;0.00004;0.00006;0.00007;0.00008;0.00009;0.00009;0.00008;0.00006
115.365;0.000002064024;0.000002064024;0.00002;0.00003;0.00004;0.00006;0.00007;0.00008;0.00009;0.00009;0.00008;0.00006
115.37;0.00000007010226;0.00000007010226;0.00002;0.00003;0.00004;0.00006;0.00007;0.00008;0.00009;0.00009;0.00008;0.00006
115.375;-0.000002842938;-0.000002842938;0.00002;0.00003;0.00004;0.00006;0.00007;0.00008;0.00009;0.00009;0.00008;0.00007
115.38;0.0000007081839;0.0000007081839;0.00002;0.00003;0.00004;0.00006;0.00007;0.00008;0.00009;0.00009;0.00008;0.00007
115.385;0.000001934532;0.000001934532;0.00002;0.00003;0.00004;0.00006;0.00007;0.00008;0.00009;0.00009;0.00009;0.00007
115.39;0.000001828584;0.000001828584;0.00002;0.00003;0.00005;0.00006;0.00007;0.00008;0.00009;0.00009;0.00009;0.00007
115.395;0.000002101302;0.000002101302;0.00002;0.00003;0.00005;0.00006;0.00007;0.00008;0.00009;0.00009;0.00009;0.00007
115.4;0.00000154017;0.00000154017;0.00002;0.00003;0.00005;0.00006;0.00007;0.00008;0.00009;0.00009;0.00009;0.00008
115.405;0.000003656187;0.000003656187;0.00002;0.00003;0.00005;0.00006;0.00007;0.00008;0.00009;0.00009;0.00009;0.00008
115.41;0.00000981;0.00000981;0.00002;0.00003;0.00005;0.00006;0.00006;0.00008;0.00009;0.00009;0.0001;0.00008
115.415;0.0000008839791;0.0000008839791;0.00002;0.00003;0.00005;0.00006;0.00006;0.00007;0.00008;0.00009;0.0001;0.00008
115.42;-0.000001001601;-0.000001001601;0.00002;0.00003;0.00005;0.00006;0.00006;0.00007;0.00008;0.00009;0.0001;0.00008
115.425;-0.000001704978;-0.000001704978;0.00002;0.00003;0.00005;0.00006;0.00006;0.00007;0.00008;0.00009;0.0001;0.00008
115.43;-0.00000016677;-0.00000016677;0.00002;0.00003;0.00005;0.00006;0.00006;0.00007;0.00008;0.00009;0.0001;0.00009
115.435;0.00000192276;0.00000192276;0.00002;0.00003;0.00005;0.00006;0.00006;0.00007;0.00008;0.00009;0.0001;0.00009
115.44;0.0000007123041;0.0000007123041;0.00002;0.00004;0.00005;0.00006;0.00006;0.00007;0.00008;0.00009;0.0001;0.00009
115.445;0.000003131352;0.000003131352;0.00002;0.00004;0.00005;0.00006;0.00006;0.00007;0.00008;0.00009;0.0001;0.00009
115.45;0.000002909646;0.000002909646;0.00002;0.00004;0.00005;0.00006;0.00006;0.00007;0.00008;0.00009;0.0001;0.00009
115.455;-0.000001029069;-0.000001029069;0.00002;0.00004;0.00005;0.00006;0.00006;0.00006;0.00008;0.00009;0.0001;0.00009
115.46;0.0000005623092;0.0000005623092;0.00002;0.00003;0.00005;0.00006;0.00006;0.00006;0.00008;0.00009;0.0001;0.00009
115.465;0.00000383571;0.00000383571;0.00002;0.00003;0.00005;0.00005;0.00006;0.00006;0.00008;0.00009;0.00011;0.00009
115.47;0.000001231155;0.000001231155;0.00002;0.00003;0.00005;0.00005;0.00006;0.00006;0.00008;0.00009;0.00011;0.0001
115.475;-0.000001821717;-0.000001821717;0.00002;0.00003;0.00005;0.00005;0.00006;0.00006;0.00008;0.00009;0.00011;0.0001
115.48;-0.000000532683;-0.000000532683;0.00002;0.00003;0.00005;0.00005;0.00006;0.00006;0.00007;0.00009;0.0001;0.0001
115.485;0.0000006598206;0.0000006598206;0.00002;0.00003;0.00004;0.00005;0.00006;0.00006;0.00007;0.00009;0.0001;0.0001
115.49;-0.0000005623092;-0.0000005623092;0.00002;0.00003;0.00004;0.00005;0.00006;0.00006;0.00007;0.00009;0.0001;0.0001
115.495;-0.000001038879;-0.000001038879;0.00002;0.00003;0.00004;0.00005;0.00005;0.00006;0.00007;0.00009;0.0001;0.0001
115.5;-0.0000001154637;-0.0000001154637;0.00002;0.00003;0.00004;0.00005;0.00005;0.00006;0.00007;0.00009;0.0001;0.0001
115.505;-0.0000005535783;-0.0000005535783;0.00001;0.00003;0.00004;0.00005;0.00005;0.00006;0.00007;0.00009;0.0001;0.0001
115.51;0.0000005784957;0.0000005784957;0.00001;0.00003;0.00004;0.00005;0.00005;0.00006;0.00007;0.00009;0.0001;0.0001
115.515;0.000001193877;0.000001193877;0.00001;0.00003;0.00004;0.00005;0.00005;0.00006;0.00007;0.00009;0.0001;0.0001
115.52;0.0000006905259;0.0000006905259;0.00001;0.00003;0.00004;0.00004;0.00005;0.00006;0.00007;0.00009;0.0001;0.0001
115.525;0.000001484253;0.000001484253;0.00001;0.00003;0.00004;0.00004;0.00005;0.00006;0.00007;0.00009;0.0001;0.0001
115.53;-0.000001016316;-0.000001016316;0.00001;0.00003;0.00004;0.00004;0.00005;0.00006;0.00007;0.00008;0.00009;0.0001
115.535;-0.000002991069;-0.000002991069;0.00001;0.00002;0.00003;0.00004;0.00005;0.00006;0.00007;0.00008;0.00009;0.0001
115.54;-0.000001685358;-0.000001685358;0.00001;0.00002;0.00003;0.00004;0.00005;0.00006;0.00007;0.00008;0.00009;0.0001
115.545;-0.000001484253;-0.000001484253;0.00001;0.00002;0.00003;0.00004;0.00005;0.00006;0.00007;0.00008;0.00009;0.0001
115.55;-0.0000004055454;-0.0000004055454;0.00001;0.00002;0.00003;0.00004;0.00005;0.00006;0.00007;0.00008;0.00009;0.0001
115.555;-0.000001427355;-0.000001427355;0.00001;0.00002;0.00003;0.00004;0.00005;0.00006;0.00007;0.00008;0.00008;0.0001
115.56;-0.000001980639;-0.000001980639;0.00001;0.00002;0.00003;0.00004;0.00005;0.00006;0.00007;0.00008;0.00008;0.0001
115.565;-0.000001607859;-0.000001607859;0.00001;0.00002;0.00003;0.00004;0.00005;0.00006;0.00007;0.00008;0.00008;0.0001
115.57;-0.000003601251;-0.000003601251;0.00001;0.00002;0.00002;0.00003;0.00005;0.00006;0.00007;0.00008;0.00008;0.0001
115.575;-0.00000005206167;-0.00000005206167;0.00001;0.00001;0.00002;0.00003;0.00005;0.00006;0.00007;0.00008;0.00008;0.0001
115.58;-0.000001761876;-0.000001761876;0.000004273;0.00001;0.00002;0.00003;0.00005;0.00006;0.00007;0.00007;0.00008;0.0001
115.585;-0.000001772667;-0.000001772667;0.000003492;0.00001;0.00002;0.00003;0.00004;0.00006;0.00007;0.00007;0.00007;0.0001
115.59;0.000002054214;0.000002054214;0.000002827;0.00001;0.00002;0.00003;0.00004;0.00006;0.00007;0.00007;0.00007;0.0001
115.595;-0.000002837052;-0.000002837052;0.000002239;0.00001;0.00002;0.00003;0.00004;0.00006;0.00007;0.00007;0.00007;0.0001
115.6;-0.0000002804679;-0.0000002804679;0.000001668;0.00001;0.00002;0.00003;0.00004;0.00006;0.00006;0.00007;0.00007;0.0001
115.605;0.000002243547;0.000002243547;0.000001239;0.00001;0.00002;0.00003;0.00004;0.00005;0.00006;0.00007;0.00007;0.0001
115.61;0.0000002244528;0.0000002244528;0.0000009318;0.00001;0.00001;0.00003;0.00004;0.00005;0.00006;0.00006;0.00007;0.0001
115.615;-0.0000001217421;-0.0000001217421;0.0000006759;0.000004506;0.00001;0.00003;0.00004;0.00005;0.00006;0.00006;0.00007;0.0001
115.62;-0.000001987506;-0.000001987506;0.0000004151;0.000003852;0.00001;0.00002;0.00004;0.00005;0.00006;0.00006;0.00007;0.0001
115.625;-0.000001403811;-0.000001403811;0.0000001311;0.000003353;0.00001;0.00002;0.00004;0.00005;0.00006;0.00006;0.00007;0.0001
115.63;-0.0000002522151;-0.0000002522151;-0.0000001233;0.00000298;0.00001;0.00002;0.00004;0.00005;0.00006;0.00006;0.00006;0.0001
115.635;0.000001546056;0.000001546056;-0.0000002811;0.000002696;0.00001;0.00002;0.00003;0.00005;0.00005;0.00006;0.00006;0.0001
115.64;0.00000006898392;0.00000006898392;-0.0000003301;0.000002479;0.00001;0.00002;0.00003;0.00005;0.00005;0.00006;0.00006;0.0001
115.645;-0.000001957095;-0.000001957095;-0.0000003548;0.00000234;0.00001;0.00002;0.00003;0.00004;0.00005;0.00005;0.00006;0.0001
115.65;0.0000009039915;0.0000009039915;-0.0000003343;0.000002263;0.00001;0.00002;0.00003;0.00004;0.00005;0.00005;0.00006;0.0001
115.655;0.000001721655;0.000001721655;-0.0000001797;0.000002211;0.00001;0.00002;0.00003;0.00004;0.00005;0.00005;0.00006;0.0001
115.66;0.0000008994789;0.0000008994789;0.00000007716;0.000002187;0.00001;0.00002;0.00003;0.00004;0.00004;0.00005;0.00006;0.0001
115.665;-0.0000002963601;-0.0000002963601;0.0000003743;0.000002212;0.00001;0.00002;0.00003;0.00004;0.00004;0.00005;0.00006;0.0001
115.67;0.000001557828;0.000001557828;0.0000007013;0.000002293;0.00001;0.00001;0.00002;0.00003;0.00004;0.00005;0.00006;0.00011
115.675;0.000002416203;0.000002416203;0.000001099;0.00000242;0.00001;0.00001;0.00002;0.00003;0.00004;0.00005;0.00006;0.00011
115.68;0.0000003086226;0.0000003086226;0.000001515;0.000002607;0.00001;0.00001;0.00002;0.00003;0.00004;0.00004;0.00006;0.00011
115.685;0.000001688301;0.000001688301;0.000001902;0.000002863;0.00001;0.00001;0.00002;0.00003;0.00003;0.00004;0.00006;0.00011
115.69;-0.000001159542;-0.000001159542;0.000002225;0.000003191;0.00001;0.00001;0.00002;0.00002;0.00003;0.00004;0.00006;0.00011
115.695;-0.000001511721;-0.000001511721;0.000002417;0.000003594;0.00001;0.00001;0.00002;0.00002;0.00003;0.00004;0.00006;0.00011
115.7;0.000001340046;0.000001340046;0.000002552;0.000004026;0.00001;0.00001;0.00001;0.00002;0.00003;0.00004;0.00006;0.00012
115.705;-0.0000005173794;-0.0000005173794;0.000002665;0.000004455;0.00001;0.00001;0.00001;0.00002;0.00003;0.00004;0.00006;0.00012
115.71;0.0000009694242;0.0000009694242;0.000002754;0.000004857;0.00001;0.00001;0.00001;0.00002;0.00002;0.00004;0.00006;0.00012
115.715;0.0000008114832;0.0000008114832;0.000002872;0.00001;0.00001;0.00001;0.00001;0.00001;0.00002;0.00003;0.00006;0.00012
115.72;-0.0000002441709;-0.0000002441709;0.000002992;0.00001;0.00001;0.00001;0.00001;0.00001;0.00002;0.00003;0.00006;0.00012
115.725;0.000000448317;0.000000448317;0.00000311;0.00001;0.00001;0.000004866;0.00001;0.00001;0.00002;0.00003;0.00006;0.00012
115.73;-0.000001490139;-0.000001490139;0.000003206;0.00001;0.00001;0.000004019;0.000003477;0.00001;0.00002;0.00003;0.00006;0.00012
115.735;-0.0000002997936;-0.0000002997936;0.000003263;0.00001;0.00001;0.000003212;0.000001989;0.000004452;0.00001;0.00003;0.00006;0.00012
115.74;0.000000232497;0.000000232497;0.000003322;0.00001;0.00001;0.000002451;0.0000005622;0.000002458;0.00001;0.00003;0.00006;0.00012
115.745;-0.0000005957613;-0.0000005957613;0.000003369;0.00001;0.00001;0.000001732;-0.0000008007;0.000000537;0.00001;0.00003;0.00006;0.00012
115.75;0.000000994734;0.000000994734;0.000003415;0.00001;0.000004852;0.000001053;-0.000002095;-0.000001305;0.00001;0.00003;0.00005;0.00012
115.755;0.0000009235134;0.0000009235134;0.000003481;0.00001;0.000004463;0.0000004034;-0.000003317;-0.000003062;0.00001;0.00003;0.00005;0.00012
115.76;0;0;0.000003531;0.00001;0.000004005;-0.0000002265;-0.000004465;-0.000004729;0.00000422;0.00002;0.00005;0.00012
115.765;-0.000001119321;-0.000001119321;0.000003504;0.00000491;0.000003477;-0.0000008513;-0.00001;-0.00001;0.000002618;0.00002;0.00005;0.00012
115.77;-0.000001123245;-0.000001123245;0.000003378;0.000004565;0.000002887;-0.000001482;-0.00001;-0.00001;0.000001127;0.00002;0.00005;0.00012
115.775;0.0000003299103;0.0000003299103;0.000003187;0.000004173;0.000002245;-0.000002129;-0.00001;-0.00001;-0.0000002452;0.00002;0.00005;0.00012
115.78;0.00000182466;0.00000182466;0.000003001;0.000003712;0.000001562;-0.000002803;-0.00001;-0.00001;-0.000001496;0.00002;0.00005;0.00011
115.785;0.000001728522;0.000001728522;0.000002833;0.000003178;0.0000008438;-0.000003507;-0.00001;-0.00001;-0.000002625;0.00002;0.00005;0.00011
115.79;0.0000005537745;0.0000005537745;0.000002646;0.000002583;0.00000009018;-0.000004244;-0.00001;-0.00001;-0.000003632;0.00002;0.00005;0.00011
115.795;-0.0000001186029;-0.0000001186029;0.000002388;0.000001953;-0.0000006989;-0.00001;-0.00001;-0.00001;-0.000004517;0.00002;0.00005;0.00011
115.8;0.00000008724033;0.00000008724033;0.000002055;0.000001293;-0.00000152;-0.00001;-0.00001;-0.00001;-0.00001;0.00002;0.00005;0.0001
115.805;0.000001163466;0.000001163466;0.000001677;0.000000598;-0.000002369;-0.00001;-0.00001;-0.00001;-0.00001;0.00002;0.00005;0.0001
115.81;-0.0000004440987;-0.0000004440987;0.000001247;-0.0000001294;-0.000003245;-0.00001;-0.00001;-0.00001;-0.00001;0.00001;0.00004;0.0001
115.815;-0.0000003637548;-0.0000003637548;0.0000007375;-0.0000008789;-0.000004145;-0.00001;-0.00001;-0.00001;-0.00001;0.00001;0.00004;0.00009
115.82;0.000001341027;0.000001341027;0.0000001991;-0.000001663;-0.00001;-0.00001;-0.00001;-0.00002;-0.00001;0.00001;0.00004;0.00009
115.825;0.00000018639;0.00000018639;-0.0000003393;-0.000002489;-0.00001;-0.00001;-0.00001;-0.00002;-0.00001;0.00001;0.00004;0.00008
115.83;0.0000003401127;0.0000003401127;-0.0000008969;-0.000003348;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;0.00001;0.00004;0.00008
115.835;0.00000007618446;0.00000007618446;-0.000001465;-0.000004237;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;0.00001;0.00003;0.00008
115.84;-0.0000000533664;-0.0000000533664;-0.000002043;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;0.00001;0.00003;0.00007
115.845;0.00000005529897;0.00000005529897;-0.000002625;-0.00001;-0.00001;-0.00001;-0.00002;-0.00001;-0.00001;0.00001;0.00003;0.00007
115.85;-0.000001761876;-0.000001761876;-0.000003235;-0.00001;-0.00001;-0.00001;-0.00002;-0.00001;-0.00001;0.00001;0.00003;0.00006
115.855;-0.0000005769261;-0.0000005769261;-0.000003881;-0.00001;-0.00001;-0.00001;-0.00002;-0.00001;-0.00001;0.00001;0.00003;0.00005
115.86;0.0000009492156;0.0000009492156;-0.000004484;-0.00001;-0.00001;-0.00002;-0.00002;-0.00001;-0.00001;0.00001;0.00002;0.00005
115.865;0.0000003388374;0.0000003388374;-0.00001;-0.00001;-0.00001;-0.00002;-0.00002;-0.00001;-0.00001;0.00001;0.00002;0.00004
115.87;0.00000007774425;0.00000007774425;-0.00001;-0.00001;-0.00001;-0.00002;-0.00002;-0.00001;-0.000004808;0.00001;0.00002;0.00004
115.875;-0.0000004481208;-0.0000004481208;-0.00001;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.000004413;0.000004324;0.00002;0.00003
115.88;0.00000007069086;0.00000007069086;-0.00001;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.000004044;0.000003599;0.00001;0.00003
115.885;0;0;-0.00001;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.000003708;0.00000287;0.00001;0.00002
115.89;-0.0000007027884;-0.0000007027884;-0.00001;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.000003415;0.000002127;0.00001;0.00001
115.895;-0.0000001132074;-0.0000001132074;-0.00001;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00000317;0.000001366;0.00001;0.00001
115.9;-0.0000006480486;-0.0000006480486;-0.00001;-0.00002;-0.00002;-0.00002;-0.00002;-0.00001;-0.000002975;0.0000005799;0.000002482;0.000001152
115.905;-0.000000817173;-0.000000817173;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000002836;-0.0000002374;0;-0.00001
115.91;-0.0000003546315;-0.0000003546315;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000002753;-0.000001089;-0.000002463;-0.00001
115.915;-0.0000002747781;-0.0000002747781;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000002729;-0.000001978;-0.000004881;-0.00002
115.92;-0.0000001238022;-0.0000001238022;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000002765;-0.000002906;-0.00001;-0.00002
115.925;-0.0000006314697;-0.0000006314697;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000002864;-0.000003873;-0.00001;-0.00003
115.93;-0.00000005190471;-0.00000005190471;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000003027;-0.000004879;-0.00001;-0.00004
115.935;0;0;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000003257;-0.00001;-0.00001;-0.00004
115.94;-0.0000006799311;-0.0000006799311;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000003555;-0.00001;-0.00002;-0.00005
115.945;-0.0000001601973;-0.0000001601973;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000003923;-0.00001;-0.00002;-0.00005
115.95;-0.0000004410576;-0.0000004410576;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000004362;-0.00001;-0.00002;-0.00006
115.955;-0.0000005263065;-0.0000005263065;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.000004872;-0.00001;-0.00002;-0.00006
115.96;-0.000000102024;-0.000000102024;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.00001;-0.00001;-0.00003;-0.00007
115.965;-0.00000006636465;-0.00000006636465;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.00001;-0.00001;-0.00003;-0.00007
115.97;-0.0000001881558;-0.0000001881558;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.00001;-0.00001;-0.00003;-0.00008
115.975;0;0;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.00001;-0.00002;-0.00003;-0.00008
115.98;0.0000003813147;0.0000003813147;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.00001;-0.00002;-0.00003;-0.00009
115.985;-0.0000001734408;-0.0000001734408;-0.00001;-0.00002;-0.00002;-0.00002;-0.00001;-0.00001;-0.00001;-0.00002;-0.00004;-0.00009
115.99;0;0;-0.00001;-0.00001;-0.00002;-0.00002;-0.00001;-0.00001;-0.00001;-0.00002;-0.00004;-0.00009
115.995;0.0000002590821;0.0000002590821;-0.00001;-0.00001;-0.00002;-0.00002;-0.00001;-0.00001;-0.00001;-0.00002;-0.00004;-0.0001
116;-0.0000001213497;-0.0000001213497;-0.00001;-0.00001;-0.00002;-0.00001;-0.00001;-0.00001;-0.00001;-0.00002;-0.00004;-0.0001
116.005;0.0000001181124;0.0000001181124;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;-0.00002;-0.00004;-0.0001
116.01;-0.0000004467474;-0.0000004467474;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;-0.00002;-0.00003;-0.00005;-0.00011
116.015;0.0000001029069;0.0000001029069;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;-0.00002;-0.00003;-0.00005;-0.00011
116.02;0.0000008572959;0.0000008572959;-0.000004533;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;-0.00002;-0.00003;-0.00005;-0.00011
116.025;-0.0000004141782;-0.0000004141782;-0.000003868;-0.00001;-0.00001;-0.00001;-0.00001;-0.00001;-0.00002;-0.00003;-0.00005;-0.00012
116.03;-0.000000286452;-0.000000286452;-0.000003219;-0.00001;-0.00001;-0.00001;-0.00001;-0.00002;-0.00002;-0.00003;-0.00005;-0.00012
116.035;0.0000002438766;0.0000002438766;-0.000002571;-0.00001;-0.00001;-0.00001;-0.00001;-0.00002;-0.00002;-0.00003;-0.00005;-0.00012
116.04;-0.0000003450177;-0.0000003450177;-0.000001929;-0.000004283;-0.00001;-0.00001;-0.00001;-0.00002;-0.00002;-0.00004;-0.00006;-0.00012
116.045;-0.0000003316761;-0.0000003316761;-0.000001312;-0.00000317;-0.00001;-0.00001;-0.00001;-0.00002;-0.00003;-0.00004;-0.00006;-0.00012
116.05;-0.0000005173794;-0.0000005173794;-0.000000723;-0.000002076;-0.000004656;-0.00001;-0.00001;-0.00002;-0.00003;-0.00004;-0.00006;-0.00013
116.055;-0.0000006816969;-0.0000006816969;-0.0000001699;-0.000001009;-0.000003545;-0.00001;-0.00001;-0.00002;-0.00003;-0.00004;-0.00006;-0.00013
116.06;-0.0000002135637;-0.0000002135637;0.0000003553;0;-0.000002456;-0.00001;-0.00001;-0.00002;-0.00003;-0.00004;-0.00006;-0.00013
116.065;-0.0000007556643;-0.0000007556643;0.0000008518;0.0000009979;-0.000001399;-0.00001;-0.00001;-0.00002;-0.00003;-0.00004;-0.00006;-0.00013
116.07;-0.0000006937632;-0.0000006937632;0.00000131;0.000001926;-0.0000003794;-0.00001;-0.00001;-0.00002;-0.00003;-0.00005;-0.00007;-0.00013
116.075;0.0000002546676;0.0000002546676;0.000001754;0.000002788;0.0000005962;-0.000004942;-0.00001;-0.00002;-0.00003;-0.00005;-0.00007;-0.00013
116.08;-0.0000002783097;-0.0000002783097;0.000002189;0.000003579;0.000001521;-0.000004307;-0.00001;-0.00002;-0.00004;-0.00005;-0.00007;-0.00013
116.085;-0.0000006325488;-0.0000006325488;0.000002592;0.000004303;0.000002385;-0.000003693;-0.00001;-0.00002;-0.00004;-0.00005;-0.00007;-0.00013
116.09;-0.0000003089169;-0.0000003089169;0.000002959;0.00000496;0.000003183;-0.000003106;-0.00001;-0.00003;-0.00004;-0.00005;-0.00007;-0.00014
116.095;-0.0000003390336;-0.0000003390336;0.000003294;0.00001;0.000003909;-0.000002551;-0.00001;-0.00003;-0.00004;-0.00006;-0.00008;-0.00014
116.1;-0.0000002749743;-0.0000002749743;0.000003593;0.00001;0.00000456;-0.000002035;-0.00001;-0.00003;-0.00004;-0.00006;-0.00008;-0.00014
116.105;-0.0000003886722;-0.0000003886722;0.000003853;0.00001;0.00001;-0.000001567;-0.00001;-0.00003;-0.00004;-0.00006;-0.00008;-0.00014
116.11;-0.0000003779793;-0.0000003779793;0.000004068;0.00001;0.00001;-0.000001151;-0.00001;-0.00003;-0.00004;-0.00006;-0.00008;-0.00014
116.115;0.0000002067948;0.0000002067948;0.000004249;0.00001;0.00001;-0.0000007963;-0.00001;-0.00003;-0.00005;-0.00006;-0.00008;-0.00014
116.12;0.0000001839375;0.0000001839375;0.000004408;0.00001;0.00001;-0.0000005082;-0.00001;-0.00003;-0.00005;-0.00006;-0.00008;-0.00014
116.125;-0.00000007230951;-0.00000007230951;0.000004531;0.00001;0.00001;-0.0000002917;-0.00001;-0.00003;-0.00005;-0.00007;-0.00009;-0.00014
116.13;-0.000000108891;-0.000000108891;0.000004612;0.00001;0.00001;-0.0000001504;-0.00001;-0.00003;-0.00005;-0.00007;-0.00009;-0.00015
116.135;-0.0000001132074;-0.0000001132074;0.000004647;0.00001;0.00001;-0.00000008672;-0.00001;-0.00003;-0.00005;-0.00007;-0.00009;-0.00015
116.14;-0.00000007717527;-0.00000007717527;0.000004638;0.00001;0.00001;-0.000000102;-0.00001;-0.00003;-0.00005;-0.00007;-0.00009;-0.00015
116.145;-0.0000004072131;-0.0000004072131;0.000004579;0.00001;0.00001;-0.0000001964;-0.00001;-0.00003;-0.00005;-0.00007;-0.00009;-0.00015
116.15;-0.0000002212155;-0.0000002212155;0.000004469;0.00001;0.00001;-0.000000369;-0.00001;-0.00003;-0.00005;-0.00007;-0.0001;-0.00015
116.155;-0.0000001123245;-0.0000001123245;0.00000432;0.00001;0.00001;-0.0000006174;-0.00001;-0.00003;-0.00005;-0.00007;-0.0001;-0.00015
116.16;-0.0000001336122;-0.0000001336122;0.000004138;0.00001;0.00001;-0.0000009392;-0.00001;-0.00003;-0.00005;-0.00008;-0.0001;-0.00015
116.165;0.0000001004544;0.0000001004544;0.000003928;0.00001;0.00001;-0.000001331;-0.00001;-0.00003;-0.00005;-0.00008;-0.0001;-0.00015
116.17;0.00000006195015;0.00000006195015;0.000003698;0.00001;0.00001;-0.000001789;-0.00001;-0.00003;-0.00006;-0.00008;-0.0001;-0.00015
116.175;0;0;0.000003446;0.00001;0.000004479;-0.000002309;-0.00001;-0.00003;-0.00006;-0.00008;-0.0001;-0.00016
116.18;-0.0000002814489;-0.0000002814489;0.000003164;0.00001;0.000003839;-0.000002887;-0.00001;-0.00003;-0.00006;-0.00008;-0.00011;-0.00016
116.185;-0.0000002122884;-0.0000002122884;0.000002849;0.000004726;0.000003127;-0.00000352;-0.00002;-0.00003;-0.00006;-0.00008;-0.00011;-0.00016
116.19;0;0;0.000002507;0.000004065;0.000002346;-0.000004204;-0.00002;-0.00003;-0.00006;-0.00008;-0.00011;-0.00016
116.195;0.00000006689439;0.00000006689439;0.000002146;0.000003352;0.0000015;-0.000004938;-0.00002;-0.00003;-0.00006;-0.00008;-0.00011;-0.00016
116.2;-0.0000001016316;-0.0000001016316;0.000001762;0.000002592;0.0000005945;-0.00001;-0.00002;-0.00003;-0.00006;-0.00008;-0.00011;-0.00016
116.205;-0.00000007388892;-0.00000007388892;0.000001353;0.00000179;-0.0000003672;-0.00001;-0.00002;-0.00003;-0.00006;-0.00008;-0.00011;-0.00016
116.21;0.00000007124022;0.00000007124022;0.0000009231;0.0000009499;-0.000001379;-0.00001;-0.00002;-0.00003;-0.00006;-0.00009;-0.00011;-0.00016
116.215;-0.0000001028088;-0.0000001028088;0.000000474;0.00000007503;-0.000002436;-0.00001;-0.00002;-0.00003;-0.00006;-0.00009;-0.00011;-0.00016
116.22;-0.00000006704154;-0.00000006704154;0;-0.0000008293;-0.000003532;-0.00001;-0.00002;-0.00004;-0.00006;-0.00009;-0.00012;-0.00016
116.225;-0.0000001082043;-0.0000001082043;-0.0000004857;-0.000001759;-0.000004663;-0.00001;-0.00002;-0.00004;-0.00006;-0.00009;-0.00012;-0.00016
116.23;-0.0000001289034;-0.0000001289034;-0.0000009925;-0.000002711;-0.00001;-0.00001;-0.00002;-0.00004;-0.00006;-0.00009;-0.00012;-0.00016
116.235;-0.0000001524474;-0.0000001524474;-0.000001514;-0.00000368;-0.00001;-0.00001;-0.00002;-0.00004;-0.00006;-0.00009;-0.00012;-0.00016
116.24;-0.0000001632384;-0.0000001632384;-0.000002048;-0.000004663;-0.00001;-0.00001;-0.00002;-0.00004;-0.00006;-0.00009;-0.00012;-0.00016
116.245;-0.00000005835969;-0.00000005835969;-0.000002587;-0.00001;-0.00001;-0.00001;-0.00002;-0.00004;-0.00006;-0.00009;-0.00012;-0.00016
116.25;-0.0000001192896;-0.0000001192896;-0.000003126;-0.00001;-0.00001;-0.00002;-0.00002;-0.00004;-0.00006;-0.00009;-0.00012;-0.00016
116.255;0;0;-0.000003662;-0.00001;-0.00001;-0.00002;-0.00003;-0.00004;-0.00006;-0.00009;-0.00012;-0.00016
116.26;0;0;-0.000004188;-0.00001;-0.00001;-0.00002;-0.00003;-0.00004;-0.00006;-0.00009;-0.00012;-0.00016
